 ,Label,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen
297,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,53.800,41,73,135.041,250.623,40.905,269
298,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.000,41,49,197.706,250.740,13.686,90
299,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,16.879,64.793,40,123,249.600,253.124,1093.643,7192
300,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.673,59.818,44,80,170.250,251.573,100.058,658
301,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,46.000,41,49,247.556,251.195,20.985,138
302,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,54.000,50,58,183.668,252.495,16.423,108
303,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,236.507,252.885,6.539,43
304,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,8.668,53.895,40,85,173.437,254.698,467.140,3072
305,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,49.333,46,56,244.176,253.535,22.505,148
306,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,50.000,45,57,261.204,255.225,22.810,150
307,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,130.050,256.395,6.083,40
308,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,83.635,65.956,40,160,136.392,262.873,5516.267,36276
309,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.000,40,46,260.294,257.369,13.077,86
310,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,49.667,48,51,143.828,257.694,22.658,149
311,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,59.167,54,63,259.319,257.954,53.983,355
312,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,48.000,40,65,262.021,258.289,51.093,336
313,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.977,50.462,41,68,257.144,260.924,99.754,656
314,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.433,49.312,40,64,261.805,260.123,119.978,789
315,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,44.000,40,51,144.185,262.049,26.763,176
316,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.193,54.905,41,77,260.535,262.782,175.330,1153
317,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,52.667,40,70,254.347,263.089,96.104,632
318,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,66.487,263.414,6.539,43
319,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,70.777,264.973,6.539,43
320,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,47.625,41,61,126.247,265.412,57.936,381
321,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,54.571,41,72,283.914,265.475,58.088,382
322,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,19.920,69.099,40,165,288.624,267.599,1376.482,9052.000
323,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,128.490,265.363,6.235,41
324,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,45.250,42,49,320.054,265.753,27.524,181
325,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.000,40,42,299.874,265.948,12.469,82
326,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,46.600,41,52,322.765,266.299,35.431,233
327,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,47.833,40,56,293.115,266.793,43.642,287
328,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.500,40,43,132.584,267.313,12.621,83
329,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,54.125,40,72,322.345,268.142,65.844,433
330,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,47.917,40,65,132.162,268.776,87.437,575
331,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,58.500,40,81,293.635,269.068,71.166,468
332,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,54.500,46,68,134.339,269.458,33.150,218
333,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,245.866,269.263,6.539,43
334,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,291.490,269.263,6.539,43
335,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,20.377,64.500,40,139,151.753,271.964,1314.288,8643
336,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,291.490,270.433,6.083,40
337,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,246.256,271.993,6.083,40
338,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,48.000,48,48,248.985,271.993,7.299,48
339,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,147.597,273.163,6.539,43
340,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,248.595,273.942,6.235,41
341,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.585,47.059,40,63,151.543,275.296,121.651,800
342,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,51.714,41,63,155.452,275.112,55.047,362
343,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,46.000,40,53,245.801,275.047,41.970,276
344,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,154.617,275.892,6.387,42
345,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.500,40,47,246.841,275.892,13.230,87
346,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,54.750,47,65,248.790,276.087,33.302,219
347,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.433,46.750,40,69,150.083,277.525,113.744,748
348,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,152.277,277.062,6.235,41
349,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,46.532,55.127,40,99,278.431,283.221,2565.165,16869
350,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,44.000,40,48,135.314,278.232,13.382,88
351,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,253.275,278.622,6.387,42
352,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,43.000,40,46,251.195,279.142,19.616,129
353,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.000,43,47,251.910,280.962,13.686,90
354,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.585,51.000,40,68,255.454,281.627,131.839,867
355,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,273.552,282.131,6.083,40
356,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,8.211,52.352,40,98,256.806,284.803,429.884,2827
357,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,267.313,282.521,6.691,44
358,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.000,41,49,254.835,283.106,13.686,90
359,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,56.000,50,62,283.886,282.911,17.031,112
360,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,48.000,48,48,251.325,283.301,7.299,48
361,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.500,45,50,276.087,284.666,14.446,95
362,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,43.000,41,45,249.765,285.121,19.616,129
363,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,254.055,284.861,6.083,40
364,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.129,52.714,41,81,283.329,286.087,112.223,738
365,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,5.778,48.289,40,78,252.095,287.909,279.037,1835
366,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,273.942,286.421,6.691,44
367,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,283.301,287.981,6.083,40
368,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,276.282,288.371,6.387,42
369,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,47.000,47,47,253.665,289.151,7.147,47
370,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,42.500,40,44,85.595,290.515,25.851,170
371,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,51.333,40,62,279.272,290.580,23.418,154
372,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,48.000,48,48,281.352,291.100,7.299,48
373,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,44.750,40,49,85.010,295.585,27.219,179
374,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,50.750,41,69,81.533,297.600,92.607,609
375,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.000,42,52,84.620,298.315,14.294,94
376,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,47.000,47,47,80.915,299.679,7.147,47
377,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,43.667,42,45,83.645,300.459,19.920,131
378,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,295.780,306.309,6.387,42
379,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,295.780,307.478,6.083,40
380,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,45.800,41,49,303.501,309.272,34.823,229
381,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,57.000,55,59,211.355,309.818,17.335,114
382,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,52.375,41,67,188.299,311.280,63.715,419
383,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,45.333,41,53,185.683,313.458,20.681,136
384,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,44.600,42,49,187.295,314.186,33.910,223
385,vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,48.000,48,48,186.983,323.467,7.299,48
